CustomerID,Age,Gender,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,HoursSpentOnApp,NumberOfDevicesRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
1530,49,Male,70,Desktop,1,13.5,4.0,3,5,2,0,68,1,490.0,0
1531,27,Male,8,Mobile,3,4.2,2.4,2,2,1,0,7,16,75.0,0
1532,31,Female,13,Mobile,2,6.2,3.5,3,4,1,0,13,8,145.0,0
1533,40,Male,42,Desktop,1,12.5,4.2,3,4,2,0,38,3,300.0,0
1534,22,Female,3,Mobile,3,1.8,1.4,1,1,1,1,2,35,25.0,1
1535,35,Male,22,Mobile,2,7.2,3.2,2,3,1,0,21,6,180.0,0
1536,47,Female,68,Desktop,1,14.5,4.1,3,5,2,0,66,1,470.0,0
1537,28,Male,11,Mobile,3,5.2,2.9,2,3,1,0,10,10,90.0,0
1538,32,Female,17,Mobile,2,5.9,3.6,3,4,1,0,17,7,160.0,0
1539,43,Male,49,Desktop,1,14.8,4.4,4,5,3,0,49,2,390.0,0
1540,26,Female,5,Mobile,3,2.8,1.7,1,1,1,1,3,28,30.0,1
1541,36,Male,26,Mobile,2,8.2,3.1,2,3,1,0,24,4,195.0,0
1542,48,Female,60,Desktop,1,13.8,4.0,3,5,2,0,58,1,460.0,0
1543,29,Male,10,Mobile,3,4.5,2.6,2,3,1,0,8,14,70.0,0
1544,33,Female,19,Mobile,2,7.1,3.7,3,4,2,0,19,6,175.0,0
1545,45,Male,58,Desktop,1,16.5,4.7,4,5,3,0,57,1,430.0,0
1546,22,Male,4,Mobile,3,2.0,1.3,1,1,1,1,2,30,20.0,1
1547,37,Female,29,Mobile,2,7.7,3.3,2,3,1,0,26,3,210.0,0
1548,50,Male,74,Desktop,1,15.2,4.2,3,5,2,0,72,1,520.0,0
1549,28,Female,12,Mobile,3,5.5,2.8,2,3,1,0,11,9,95.0,0
56346,45,Male,24,Desktop,2,15,3,4,5,3,0,25,2,220.75,0
56347,28,Female,6,Mobile,3,5,5,2,3,1,1,8,10,80.25,1
56348,52,Male,36,Desktop,1,20,2,5,4,4,0,30,1,300.0,0
56349,31,Female,9,Mobile,2,8,4,3,3,2,0,12,7,120.0,0
56350,39,Male,18,Mobile,3,12,3,4,5,3,0,20,3,180.5,0
56351,25,Female,3,Desktop,1,6,5,2,2,1,1,5,15,50.0,1
56352,48,Male,30,Mobile,2,18,2,5,4,4,0,28,2,280.0,0
56353,36,Female,15,Desktop,3,9,4,3,3,2,0,17,6,160.75,0
56354,29,Male,7,Mobile,1,7,5,2,3,1,0,10,8,90.0,0
56355,42,Female,21,Desktop,2,14,3,4,5,3,0,22,3,200.0,0
56356,33,Male,10,Mobile,3,5,4,3,4,2,0,13,4,130.25,0
56357,55,Female,40,Desktop,1,25,2,5,4,5,0,35,1,350.0,0
56358,26,Male,4,Mobile,3,3,5,2,2,1,1,6,12,60.0,1
56359,38,Female,17,Mobile,2,11,3,4,3,3,0,19,3,170.5,0
56360,49,Male,32,Desktop,1,16,2,5,4,4,0,29,2,290.0,0
56361,30,Female,8,Mobile,3,7,5,2,3,1,0,9,9,75.0,0
56362,40,Male,20,Mobile,2,13,3,4,5,3,0,21,4,190.25,0
56363,35,Female,14,Desktop,1,8,4,3,4,2,0,16,5,155.0,0
56364,27,Male,5,Mobile,3,4,5,2,3,1,1,7,11,70.0,1
56365,50,Female,38,Desktop,2,22,2,5,4,4,0,32,1,320.0,0
56366,32,Male,13,Mobile,3,10,3,4,3,2,0,18,5,170.0,0
56367,37,Female,16,Mobile,1,9,4,3,4,3,0,17,5,165.5,0
56368,46,Male,28,Desktop,2,17,3,4,5,3,0,27,3,260.75,0
56369,24,Female,2,Mobile,3,5,5,2,3,1,1,4,13,40.0,1
56370,58,Male,45,Desktop,1,30,2,5,5,5,0,40,1,400.0,0
56371,33,Female,11,Mobile,2,8,4,3,3,2,0,14,6,140.0,0
56372,41,Male,22,Mobile,3,15,3,4,4,3,0,23,4,210.5,0
56373,28,Female,7,Desktop,1,6,5,2,3,1,0,11,7,100.0,0
56374,47,Male,30,Mobile,2,19,2,5,4,4,0,28,2,280.0,0
56375,35,Female,15,Desktop,3,9,4,3,3,2,0,17,5,160.75,0
56376,31,Male,9,Mobile,1,7,5,2,3,1,0,10,8,90.0,0
56377,43,Female,23,Desktop,2,16,3,4,5,3,0,24,3,230.0,0
56378,34,Male,12,Mobile,3,5,4,3,4,2,0,15,5,150.5,0
56379,53,Female,39,Desktop,1,26,2,5,4,5,0,36,1,360.0,0
56380,27,Male,5,Mobile,3,3,5,2,2,1,1,6,12,60.0,1
56381,39,Female,18,Mobile,2,11,3,4,3,3,0,20,3,180.5,0
56382,48,Male,31,Desktop,1,17,2,5,4,4,0,29,2,290.0,0
56383,30,Female,8,Mobile,3,7,5,2,3,1,0,9,9,75.0,0
56384,40,Male,20,Mobile,2,13,3,4,5,3,0,21,4,190.25,0
56385,35,Female,14,Desktop,1,8,4,3,4,2,0,16,5,155.0,0
56386,29,Male,6,Mobile,3,4,5,2,3,1,1,7,11,70.0,1
56387,51,Female,37,Desktop,2,23,2,5,4,4,0,33,1,330.0,0
56388,33,Male,11,Mobile,3,10,3,4,3,2,0,18,5,170.0,0
56389,38,Female,17,Mobile,1,9,4,3,4,3,0,19,5,175.5,0
56390,47,Male,29,Desktop,2,18,3,4,5,3,0,27,3,270.75,0
56391,25,Female,3,Mobile,3,5,5,2,3,1,1,5,14,50.0,1
56392,59,Male,46,Desktop,1,31,2,5,5,5,0,41,1,410.0,0
56393,34,Female,13,Mobile,2,8,4,3,3,2,0,15,6,150.0,0
56394,42,Male,23,Mobile,3,16,3,4,4,3,0,24,4,220.5,0
56395,29,Female,8,Desktop,1,7,5,2,3,1,0,12,7,110.0,0
56396,49,Male,31,Mobile,2,20,2,5,4,4,0,29,2,290.0,0
56397,36,Female,16,Desktop,3,9,4,3,3,2,0,17,5,160.75,0
56398,32,Male,10,Mobile,1,7,5,2,3,1,0,10,8,90.0,0
56399,44,Female,24,Desktop,2,17,3,4,5,3,0,25,3,240.0,0
56400,35,Male,13,Mobile,3,5,4,3,4,2,0,16,5,150.5,0
56401,54,Female,41,Desktop,1,28,2,5,4,5,0,37,1,370.0,0
56402,28,Male,5,Mobile,3,4,5,2,2,1,1,6,12,60.0,1
56403,40,Female,19,Mobile,2,12,3,4,3,3,0,21,3,190.5,0
56404,49,Male,32,Desktop,1,18,2,5,4,4,0,30,2,300.0,0
56405,31,Female,9,Mobile,3,7,5,2,3,1,0,10,9,80.0,0
56406,41,Male,21,Mobile,2,14,3,4,5,3,0,22,4,200.5,0
56407,34,Female,12,Desktop,1,8,4,3,4,2,0,15,5,150.0,0
56408,27,Male,5,Mobile,3,4,5,2,3,1,1,7,11,70.0,1
56409,52,Female,39,Desktop,2,25,2,5,4,4,0,34,1,340.0,0
56410,33,Male,10,Mobile,3,10,3,4,3,2,0,17,5,160.0,0
56411,37,Female,16,Mobile,1,9,4,3,4,3,0,18,5,170.5,0
56412,48,Male,30,Desktop,2,19,3,4,5,3,0,28,3,280.75,0
56413,25,Female,3,Mobile,3,5,5,2,3,1,1,4,13,40.0,1
56414,58,Male,45,Desktop,1,30,2,5,5,5,0,40,1,400.0,0
56415,33,Female,11,Mobile,2,8,4,3,3,2,0,14,6,140.0,0
56416,41,Male,22,Mobile,3,15,3,4,4,3,0,23,4,210.5,0
56417,28,Female,7,Desktop,1,6,5,2,3,1,0,11,7,100.0,0
56418,47,Male,30,Mobile,2,19,2,5,4,4,0,28,2,280.0,0
56419,35,Female,15,Desktop,3,9,4,3,3,2,0,17,5,160.75,0
56420,31,Male,9,Mobile,1,7,5,2,3,1,0,10,8,90.0,0
56421,43,Female,23,Desktop,2,16,3,4,5,3,0,24,3,230.0,0
56422,34,Male,12,Mobile,3,5,4,3,4,2,0,15,5,150.5,0
56423,53,Female,39,Desktop,1,26,2,5,4,5,0,36,1,360.0,0
56424,27,Male,5,Mobile,3,3,5,2,2,1,1,6,12,60.0,1
56425,39,Female,18,Mobile,2,11,3,4,3,3,0,20,3,180.5,0
56426,48,Male,31,Desktop,1,17,2,5,4,4,0,29,2,290.0,0
56427,30,Female,8,Mobile,3,7,5,2,3,1,0,9,9,75.0,0
56428,40,Male,20,Mobile,2,13,3,4,5,3,0,21,4,190.25,0
56429,35,Female,14,Desktop,1,8,4,3,4,2,0,16,5,155.0,0
56430,29,Male,6,Mobile,3,4,5,2,3,1,1,7,11,70.0,1
56431,51,Female,37,Desktop,2,23,2,5,4,4,0,33,1,330.0,0
56432,33,Male,11,Mobile,3,10,3,4,3,2,0,18,5,170.0,0
56433,38,Female,17,Mobile,1,9,4,3,4,3,0,19,5,175.5,0
56434,47,Male,29,Desktop,2,18,3,4,5,3,0,27,3,270.75,0
56435,25,Female,3,Mobile,3,5,5,2,3,1,1,5,14,50.0,1
56436,59,Male,46,Desktop,1,31,2,5,5,5,0,41,1,410.0,0
56437,34,Female,13,Mobile,2,8,4,3,3,2,0,15,6,150.0,0
56438,42,Male,23,Mobile,3,16,3,4,4,3,0,24,4,220.5,0
56439,29,Female,8,Desktop,1,7,5,2,3,1,0,12,7,110.0,0
56440,49,Male,31,Mobile,2,20,2,5,4,4,0,29,2,290.0,0
56441,36,Female,16,Desktop,3,9,4,3,3,2,0,17,5,160.75,0
56442,32,Male,10,Mobile,1,7,5,2,3,1,0,10,8,90.0,0
56443,44,Female,24,Desktop,2,17,3,4,5,3,0,25,3,240.0,0
56444,35,Male,13,Mobile,3,5,4,3,4,2,0,16,5,150.5,0
56445,54,Female,41,Desktop,1,28,2,5,4,5,0,37,1,370.0,0
56446,28,Male,5,Mobile,3,4,5,2,2,1,1,6,12,60.0,1
56447,40,Female,19,Mobile,2,12,3,4,3,3,0,21,3,190.5,0
56448,49,Male,32,Desktop,1,18,2,5,4,4,0,30,2,300.0,0
56449,31,Female,9,Mobile,3,7,5,2,3,1,0,10,9,80.0,0
56450,41,Male,21,Mobile,2,14,3,4,5,3,0,22,4,200.5,0
56346,35,Male,24,Desktop,2,8.1,2.1,2,3,2,1,8,15,75.2,1
56347,22,Female,6,Mobile,3,2.5,4.2,3,5,1,0,25,1,180.75,0
56348,40,Male,36,Mobile,1,12.0,1.8,4,2,3,1,5,20,50.0,1
56349,29,Female,18,Desktop,2,6.7,3.0,2,4,2,0,18,5,135.9,0
56350,31,Male,10,Mobile,3,3.1,3.9,3,4,1,0,22,2,165.4,0
56351,25,Female,8,Mobile,1,9.5,2.5,3,3,2,1,10,12,90.0,1
56352,38,Male,30,Desktop,2,7.3,2.0,2,3,3,0,7,18,80.2,0
56353,27,Female,15,Mobile,3,4.0,3.7,4,5,1,0,20,4,150.6,0
56354,33,Male,22,Mobile,1,10.2,2.2,3,2,2,1,6,25,60.1,1
56355,26,Female,9,Desktop,2,5.8,3.2,3,4,1,0,17,7,115.3,0
56356,30,Male,14,Mobile,3,2.9,4.1,2,4,2,0,23,2,175.8,0
56357,37,Female,28,Mobile,1,8.9,1.9,4,3,3,1,4,19,70.0,1
56358,23,Male,5,Desktop,2,6.1,3.6,3,5,1,0,28,1,200.0,0
56359,42,Female,40,Mobile,1,15.5,1.5,2,2,4,0,3,30,40.5,1
56360,29,Male,17,Mobile,3,3.5,3.3,3,4,1,0,19,5,145.7,0
56361,32,Female,13,Desktop,2,7.0,2.8,2,3,2,1,9,14,85.0,1
56362,24,Male,7,Mobile,3,2.1,4.0,3,5,1,0,26,2,190.25,0
56363,36,Female,26,Mobile,1,11.5,1.7,3,3,3,0,5,22,77.5,0
56364,28,Male,11,Desktop,2,5.5,3.4,4,4,2,0,16,4,125.8,0
56365,34,Female,20,Mobile,3,3.0,3.8,2,4,1,1,12,10,105.2,1
56366,21,Male,4,Mobile,1,7.8,4.5,3,5,1,0,30,1,220.0,0
56367,39,Female,33,Desktop,2,9.8,1.6,3,2,3,0,4,28,55.6,1
56368,27,Male,16,Mobile,3,2.7,3.1,3,4,2,0,21,3,160.9,0
56369,30,Female,19,Mobile,1,12.5,2.0,2,3,2,1,7,16,70.2,1
56370,25,Male,8,Desktop,2,6.5,3.5,4,5,1,0,24,2,185.4,0
56371,35,Female,22,Mobile,3,4.2,3.2,3,4,1,0,18,6,130.75,0
56372,29,Male,10,Mobile,1,9.0,2.3,2,3,3,1,5,20,65.0,1
56373,23,Female,5,Desktop,2,5.0,4.0,3,4,1,0,29,1,210.0,0
56374,38,Male,31,Mobile,1,14.0,1.5,3,2,2,0,3,31,45.3,1
56375,26,Female,13,Mobile,3,3.8,3.6,4,5,1,0,22,4,170.8,0
56376,31,Male,18,Desktop,2,8.5,2.0,2,3,3,1,6,17,72.5,1
56377,28,Female,10,Mobile,3,2.2,3.9,3,4,1,0,27,1,195.0,0
56378,33,Male,25,Mobile,1,11.0,1.8,3,3,2,0,4,25,58.9,0
56379,22,Female,6,Desktop,2,5.3,3.7,4,5,1,0,25,3,180.0,0
56380,37,Male,29,Mobile,1,13.5,1.6,2,2,3,1,5,19,68.2,1
56381,28,Female,14,Mobile,3,3.2,3.3,3,4,2,0,19,5,140.5,0
56382,35,Male,21,Desktop,2,7.5,2.1,3,3,1,0,8,15,88.0,0
56383,24,Female,7,Mobile,1,9.2,4.2,2,5,3,1,28,2,205.6,0
56384,30,Male,12,Mobile,3,2.5,3.5,3,4,1,0,17,4,135.0,0
56385,36,Female,27,Desktop,2,6.8,1.9,2,3,2,0,6,21,75.8,1
56386,29,Male,15,Mobile,1,10.5,2.8,4,4,2,0,15,7,120.0,0
56387,23,Female,5,Mobile,3,3.1,4.1,3,5,1,0,31,1,230.0,0
56388,41,Male,38,Desktop,1,16.0,1.4,3,2,3,0,2,35,35.1,1
56389,27,Female,11,Mobile,2,5.9,3.2,3,4,1,1,13,8,100.5,1
56390,32,Male,20,Mobile,3,3.9,2.9,2,3,2,0,10,12,90.2,0
56391,25,Female,8,Desktop,1,10.0,3.8,4,5,1,0,23,3,175.0,0
56392,34,Male,23,Mobile,2,8.0,1.7,3,3,3,0,5,23,65.5,0
56393,28,Female,12,Mobile,3,2.8,3.4,3,4,1,1,16,5,125.9,1
56394,31,Male,17,Desktop,1,13.0,2.5,2,3,2,0,7,18,80.0,0
56395,26,Female,9,Mobile,2,5.5,3.6,4,4,1,0,21,2,160.0,0
56396,39,Male,30,Mobile,3,4.0,1.8,3,3,3,0,4,26,70.5,1
56397,22,Female,4,Desktop,1,8.5,4.3,3,5,1,0,32,1,240.0,0
56398,33,Male,19,Mobile,2,7.2,2.2,2,3,2,1,11,14,95.2,1
56399,28,Female,16,Mobile,3,2.0,3.7,3,4,1,0,18,3,145.7,0
56400,35,Male,24,Desktop,1,11.5,1.9,4,3,3,0,5,22,75.0,0
56401,25,Female,7,Mobile,2,5.8,3.9,3,5,1,0,26,2,190.5,0
56402,30,Male,13,Mobile,3,3.5,3.2,2,4,2,1,14,8,110.5,1
56403,27,Female,10,Desktop,1,9.5,3.5,3,4,1,0,20,4,150.0,0
56404,38,Male,28,Mobile,2,12.0,1.7,3,2,3,0,4,24,55.0,1
56405,23,Female,5,Mobile,3,2.5,4.0,4,5,1,0,29,1,215.0,0
56406,34,Male,20,Desktop,1,14.5,1.5,2,2,2,1,3,30,40.0,1
56407,29,Female,17,Mobile,2,6.0,3.3,3,4,1,0,19,6,145.0,0
56408,31,Male,14,Mobile,3,3.0,3.8,3,4,2,0,22,3,165.0,0
56409,36,Female,25,Desktop,1,10.0,2.0,3,3,3,0,6,20,77.0,0
56410,24,Male,6,Mobile,2,5.0,4.1,4,5,1,0,27,1,200.0,0
56411,33,Female,22,Mobile,3,3.8,3.1,2,4,1,1,12,10,105.0,1
56412,29,Male,10,Desktop,1,9.0,3.4,3,4,2,0,15,5,125.0,0
56413,35,Female,26,Mobile,2,7.0,2.2,3,3,3,0,5,21,75.0,1
56414,23,Male,5,Mobile,3,2.2,4.2,4,5,1,0,30,1,220.0,0
56415,38,Female,32,Desktop,1,13.0,1.6,2,2,2,0,3,32,45.0,1
56416,28,Male,15,Mobile,2,6.5,3.0,3,4,1,1,17,7,130.0,1
56417,30,Female,18,Mobile,3,3.2,3.7,3,4,2,0,21,4,155.0,0
56418,35,Male,20,Desktop,1,9.8,2.1,4,3,3,0,6,19,78.0,0
56419,25,Female,8,Mobile,2,5.2,4.0,3,5,1,0,25,2,185.0,0
56420,31,Male,12,Mobile,3,2.8,3.3,2,4,1,1,16,8,120.0,1
56421,28,Female,16,Desktop,1,11.0,2.8,3,4,2,0,14,7,115.0,0
56422,39,Male,29,Mobile,2,8.8,1.7,3,3,3,0,5,23,68.0,0
56423,22,Female,4,Mobile,3,2.3,4.4,4,5,1,0,31,1,235.0,0
56424,33,Male,21,Desktop,1,13.5,1.5,2,2,2,1,4,28,50.0,1
56425,27,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56426,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56427,37,Female,27,Desktop,1,10.5,2.0,4,3,3,0,6,20,80.0,0
56428,23,Male,6,Mobile,2,5.0,4.1,3,5,1,0,26,1,195.0,0
56429,34,Female,23,Mobile,3,3.5,3.2,2,4,1,1,13,9,110.0,1
56430,29,Male,11,Desktop,1,9.2,3.4,3,4,2,0,17,4,130.0,0
56431,36,Female,25,Mobile,2,7.5,2.1,3,3,3,0,5,22,75.0,0
56432,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56433,33,Female,20,Desktop,1,12.5,1.7,2,2,2,1,4,29,55.0,1
56434,28,Male,16,Mobile,2,6.0,3.1,3,4,1,0,19,6,140.0,0
56435,30,Female,13,Mobile,3,3.8,3.5,3,4,2,0,21,4,150.0,0
56436,37,Male,28,Desktop,1,10.0,2.0,4,3,3,0,6,21,75.0,0
56437,23,Female,5,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56438,34,Male,22,Mobile,3,2.5,3.1,2,4,1,1,14,10,115.0,1
56439,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56440,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56441,24,Female,7,Mobile,3,2.3,4.1,4,5,1,0,28,1,205.0,0
56442,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56443,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56444,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56445,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56446,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56447,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56448,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56449,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56450,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56451,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56452,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56453,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56454,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56455,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56456,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56457,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56458,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56459,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56460,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56461,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56462,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56463,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56464,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56465,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56466,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56467,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56468,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56469,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56470,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56471,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56472,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56473,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56474,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56475,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56476,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56477,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56478,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56479,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56480,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56481,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56482,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56483,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56484,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56485,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56486,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56487,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56488,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56489,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56490,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56491,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56492,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56493,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56494,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56495,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56496,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56497,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56498,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56499,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56500,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56501,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56502,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56503,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56504,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56505,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56506,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56507,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56508,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56509,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56510,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56511,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56512,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56513,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56514,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56515,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56516,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56517,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56518,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56519,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56520,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56521,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56522,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56523,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56524,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56525,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56526,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56527,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56528,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56529,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56530,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56531,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56532,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56533,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56534,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56535,37,Female,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56536,23,Male,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56537,34,Female,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56538,29,Male,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56539,35,Female,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56540,24,Male,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56541,33,Female,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56542,28,Male,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56543,30,Female,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
56544,37,Male,27,Desktop,1,10.0,2.0,4,3,3,0,6,20,75.0,0
56545,23,Female,6,Mobile,2,5.3,4.0,3,5,1,0,27,1,200.0,0
56546,34,Male,22,Mobile,3,3.5,3.1,2,4,1,1,14,10,115.0,1
56547,29,Female,10,Desktop,1,9.5,3.4,3,4,2,0,17,4,130.0,0
56548,35,Male,26,Mobile,2,8.0,2.2,3,3,3,0,5,21,75.0,0
56549,24,Female,7,Mobile,3,2.0,4.2,4,5,1,0,28,1,205.0,0
56550,33,Male,21,Desktop,1,13.0,1.6,2,2,2,1,4,28,50.0,1
56551,28,Female,15,Mobile,2,5.5,3.2,3,4,1,0,18,6,135.0,0
56552,30,Male,13,Mobile,3,3.0,3.6,3,4,2,0,20,3,150.0,0
